"Transcript","Condition_A","Condition_B"
"TR75473|c1_g3_i2",1.31,0.75
"TR96188|c0_g1_i1",1.77,3.15
"TR88801|c1_g1_i1",0.72,0.52
"TR154422|c0_g1_i1",0.44,0.37
"TR110146|c0_g1_i1",6.43,3.98
"TR11499|c2_g1_i2",29.42,15.65
"TR114505|c0_g2_i1",0.18,0.38
"TR39554|c0_g1_i1",1.39,1.01
"TR99749|c1_g2_i1",0.6,0
"TR230701|c0_g1_i1",0.6,1.18
"TR14619|c0_g1_i5",1.23,1.76
"TR94435|c2_g1_i1",247.77,237.67
"TR66441|c0_g1_i1",0.28,0.61
"TR133872|c0_g2_i1",1.42,2.32
"TR70376|c0_g1_i1",0.6,0.31
"TR38149|c5_g2_i1",0,0.2
"TR114807|c1_g1_i1",6.09,5.99
"TR155599|c0_g1_i1",0.52,0.37
"TR43866|c0_g1_i1",0.38,0.82
"TR91047|c0_g2_i1",0.16,0.35
"TR70000|c0_g1_i1",1.57,1.85
"TR72857|c0_g1_i1",0.36,0.77
"TR58413|c9_g1_i1",0.29,0.62
"TR25158|c0_g1_i1",0.31,1.38
"TR155472|c0_g1_i1",4.43,2.45
"TR112224|c0_g1_i1",1.06,0.25
"TR84948|c0_g1_i8",0.84,0.95
"TR112912|c0_g1_i1",0.64,0.14
"TR118064|c0_g2_i1",0.25,0
"TR228642|c0_g1_i1",0.59,0.44
"TR207709|c0_g1_i1",0.14,0
"TR63455|c0_g3_i1",0.99,1.09
"TR56775|c0_g1_i1",0.24,0
"TR65221|c0_g1_i1",0.31,0
"TR32520|c0_g1_i1",0.55,0
"TR188751|c0_g1_i1",1.21,0
"TR166972|c0_g1_i1",1.09,1.58
"TR22088|c0_g1_i1",0.47,1.04
"TR226302|c0_g1_i1",0.6,0
"TR212887|c0_g1_i1",0.78,1.3
"TR43016|c0_g1_i1",0.9,0
"TR17236|c0_g1_i1",0.82,0.59
"TR79952|c0_g8_i2",1.09,0.72
"TR37053|c0_g1_i1",1.94,2.02
"TR51968|c0_g4_i1",25.85,25.75
"TR81102|c0_g1_i1",0.71,1.55
"TR26982|c0_g1_i1",0.9,2.99
"TR213330|c0_g1_i1",0.51,0
"TR8727|c0_g4_i1",2.39,3.3
"TR48429|c0_g3_i1",4.3,3.65
"TR12201|c0_g2_i4",0.2,0.53
"TR160105|c0_g1_i1",1.06,0.93
"TR63431|c0_g1_i1",0.62,0.39
"TR26938|c0_g1_i3",0.32,0
"TR92075|c0_g1_i1",0.17,0
"TR26988|c0_g2_i1",0.25,0
"TR189304|c0_g1_i1",0.53,0.34
"TR97549|c0_g1_i1",0.52,0.27
"TR100475|c0_g1_i1",0.31,0
"TR126757|c1_g2_i1",0.54,0.41
"TR125936|c0_g1_i1",0.13,0
"TR43276|c0_g1_i1",0.59,0.31
"TR13385|c0_g5_i3",2.97,3.23
"TR154014|c0_g2_i1",0.06,0
"TR179322|c0_g2_i1",0.57,0
"TR83567|c0_g1_i1",0.46,0.49
"TR35963|c0_g1_i4",0.34,0.38
"TR230811|c0_g1_i1",0.43,0
"TR82928|c4_g3_i1",0.33,0.72
"TR203706|c0_g1_i1",1.17,1.1
"TR219521|c0_g1_i1",0.28,0
"TR8262|c1_g3_i1",3.07,3.62
"TR46141|c1_g1_i1",0.3,0
"TR27611|c0_g1_i1",0.18,0.4
"TR191432|c0_g1_i1",0.31,0
"TR162803|c0_g2_i1",0.64,0.98
"TR101438|c2_g1_i1",8.9,11.28
"TR80964|c0_g1_i2",0.49,1.1
"TR39003|c5_g1_i1",1.12,1.71
"TR185416|c0_g1_i1",0.68,0.54
"TR44941|c0_g3_i5",0.69,0.51
"TR151338|c0_g1_i1",0.28,0.22
"TR140705|c0_g2_i1",0.25,0.58
"TR98858|c0_g1_i1",0.34,0.33
"TR130321|c0_g1_i1",6.87,5.4
"TR115408|c0_g1_i2",0.4,0.33
"TR9534|c0_g1_i2",0.22,0.37
"TR13394|c0_g1_i2",0.2,0.42
"TR129465|c0_g1_i1",0.6,0.31
"TR185817|c0_g1_i1",1.76,2.21
"TR145026|c0_g1_i1",8.36,7.83
"TR81573|c7_g2_i1",2592.93,2537.01
"TR127494|c0_g4_i1",0.46,0.23
"TR93564|c0_g1_i1",0.52,0.55
"TR90648|c0_g1_i2",0.82,0.64
"TR79204|c0_g1_i1",1.2,0.87
"TR142416|c0_g1_i1",0.46,0
"TR154789|c0_g1_i1",0.91,1
"TR12565|c0_g1_i1",1.01,1.42
"TR1886|c0_g1_i1",0.5,0.54
"TR159309|c0_g2_i1",0.99,1.15
"TR117972|c0_g1_i1",4.74,3.47
"TR58166|c5_g2_i1",0.24,0.3
"TR14314|c1_g2_i1",1.36,0.91
"TR65167|c0_g1_i1",1.35,1.45
"TR53441|c0_g1_i7",0.21,0
"TR173668|c0_g1_i1",0.66,0.72
"TR28836|c6_g2_i1",1.23,1.43
"TR117491|c0_g1_i1",0.44,0.82
"TR30806|c0_g2_i6",0.82,0.78
"TR232824|c0_g1_i1",0.37,0.82
"TR120121|c0_g1_i1",0.5,0.65
"TR73041|c0_g1_i1",1.08,0.8
"TR138697|c0_g1_i1",0.29,0
"TR120850|c0_g1_i1",2.64,2.53
"TR93180|c0_g2_i1",0.98,0.69
"TR216056|c0_g1_i1",0,0.79
"TR156115|c0_g2_i1",0.97,1.03
"TR146558|c0_g1_i1",2.07,0.89
"TR61607|c0_g1_i1",0.26,0.32
"TR66596|c0_g1_i1",0.4,1.17
"TR74589|c1_g1_i1",2.18,2.12
"TR62696|c0_g3_i1",0.38,0.53
"TR176144|c0_g1_i1",1.73,1.56
"TR5752|c0_g1_i6",0,0.01
"TR208725|c0_g1_i1",1.56,1.14
"TR168107|c0_g1_i1",1.12,1.03
"TR167630|c0_g1_i1",0.48,0
"TR119475|c0_g1_i1",2.85,3.7
"TR84367|c0_g1_i1",1.05,1.38
"TR55328|c0_g1_i4",0.86,0.81
"TR38104|c0_g1_i14",0,0.39
"TR28896|c1_g1_i1",4.32,3.86
"TR30418|c2_g3_i9",0.14,0
"TR160757|c0_g1_i1",5.36,4.88
"TR15968|c0_g1_i1",0.38,0.81
"TR111081|c0_g1_i1",0.74,0.77
"TR204078|c0_g1_i1",0.37,0
"TR168941|c0_g1_i1",0.66,0.51
"TR74227|c0_g1_i1",0.99,0
"TR52569|c0_g1_i1",1.1,0.43
"TR31083|c0_g1_i1",1.49,2.02
"TR19820|c3_g1_i6",1.36,1.11
"TR70|c0_g1_i2",0.15,0
"TR6189|c0_g3_i1",12.07,13.66
"TR13599|c1_g1_i1",0.54,0
"TR53402|c0_g1_i1",1.04,1.56
"TR88433|c0_g1_i1",0.25,0.13
"TR54204|c0_g1_i1",0.55,0.41
"TR175895|c0_g1_i1",0.94,1.23
"TR148541|c0_g2_i1",0.58,0.66
"TR74582|c0_g1_i4",0.24,0
"TR55398|c2_g1_i5",0.86,0.56
"TR141762|c0_g1_i1",0.72,0.44
"TR41959|c0_g1_i1",10.06,9.27
"TR122555|c0_g2_i1",0.62,0.1
"TR39232|c0_g1_i1",1.91,1.22
"TR149971|c0_g1_i1",0.6,0.45
"TR14005|c0_g1_i1",0.38,0.82
"TR40151|c0_g1_i1",0.79,0
"TR93301|c1_g1_i1",0.17,0
"TR178369|c0_g1_i1",0.2,0
"TR46726|c2_g1_i1",0.36,0.5
"TR31448|c0_g1_i1",0.34,0.75
"TR23667|c0_g1_i1",0.38,0.81
"TR234770|c0_g1_i1",0.67,0
"TR67563|c0_g1_i1",0.84,0
"TR158455|c0_g1_i1",0,0.16
"TR49037|c0_g1_i1",0.54,0.76
"TR194147|c0_g1_i1",0.77,0.55
"TR214513|c0_g1_i1",1.27,1.05
"TR150426|c2_g1_i1",0.74,0
"TR109478|c0_g1_i1",6.58,4.72
"TR75784|c0_g1_i1",0.39,0.43
"TR144489|c0_g1_i1",0.44,0.96
"TR223773|c0_g1_i1",0.92,0
"TR135450|c0_g1_i1",1.64,2.29
"TR22083|c9_g8_i1",0.46,0
"TR125745|c0_g1_i1",0.61,0.39
"TR13342|c9_g1_i1",0.38,0
"TR11085|c17_g17_i1",2.16,4.8
"TR46210|c0_g1_i1",2.91,3.04
"TR122359|c0_g3_i1",1.33,1.07
"TR135312|c0_g1_i1",0.66,1.22
"TR134443|c0_g1_i1",0,0.92
"TR73590|c0_g1_i1",1.75,0.96
"TR125214|c0_g4_i1",0.12,0
"TR73816|c0_g1_i1",0.86,0.94
"TR3933|c0_g1_i1",0.81,1.17
"TR73055|c0_g1_i1",0.41,0.59
"TR3260|c0_g1_i1",0.46,0.42
"TR108610|c0_g2_i1",0.39,0.86
"TR30795|c0_g3_i13",0.33,0.57
"TR108445|c0_g1_i1",0.36,0.69
"TR57719|c0_g1_i1",0.74,0.81
"TR113367|c0_g2_i1",4.61,3.72
"TR19831|c0_g1_i1",0.12,0
"TR38148|c3_g7_i2",0.8,0.64
"TR49368|c0_g1_i2",0.48,0.47
"TR126579|c0_g1_i1",0.7,0.57
"TR110020|c0_g1_i1",0.59,0
"TR24125|c0_g1_i1",0.86,1.89
"TR163206|c0_g1_i1",0.68,0.94
"TR115597|c0_g1_i1",0.52,0.83
"TR73166|c1_g4_i1",0.34,0.13
"TR37169|c0_g2_i2",1.38,0.75
"TR56215|c0_g1_i1",0.94,0
"TR31756|c9_g1_i1",0.67,1.12
"TR156265|c0_g1_i1",31.81,33.97
"TR234494|c0_g1_i1",0.06,0.7
"TR30958|c0_g1_i1",0.81,0.49
"TR68147|c0_g1_i1",0.84,0.77
"TR181587|c0_g1_i1",0.35,0
"TR41315|c0_g1_i1",0.75,1.63
"TR116686|c0_g1_i1",0.3,0
"TR74593|c5_g10_i1",20.41,18.18
"TR70266|c0_g1_i1",1.55,0
"TR27816|c0_g3_i4",0.44,0.57
"TR238875|c0_g1_i1",1.28,0
"TR213952|c0_g1_i1",1.15,0
"TR13072|c0_g2_i1",0.07,0.13
"TR11560|c2_g4_i1",0.47,0
"TR102310|c0_g1_i1",0.52,0
"TR67569|c0_g1_i1",0.21,0.44
"TR86478|c0_g1_i1",0.35,0.76
"TR200033|c0_g1_i1",0.48,1.02
"TR208762|c0_g1_i1",0.51,1.08
"TR178094|c0_g1_i1",0.38,0.9
"TR151066|c0_g1_i1",1.01,3.55
"TR65056|c0_g2_i2",0.62,0.18
"TR148839|c0_g1_i1",0.46,0
"TR81859|c0_g1_i1",0.69,0
"TR51960|c0_g1_i1",1.52,1.62
"TR53423|c0_g2_i1",1.38,1.54
"TR218316|c0_g1_i1",0.47,0.49
"TR27391|c0_g1_i1",0.68,0
"TR159612|c0_g1_i4",0.26,0
"TR210102|c0_g1_i1",0.84,0.74
"TR219153|c0_g1_i1",0.31,0.66
"TR13094|c0_g3_i1",0.36,0
"TR176155|c0_g1_i1",0.44,0.38
"TR207973|c0_g1_i1",0.78,1.31
"TR196338|c0_g1_i1",0.72,1.06
"TR93519|c0_g1_i1",0.55,0.34
"TR7364|c2_g2_i2",1.82,1.56
"TR111382|c0_g2_i1",0.51,0
"TR193496|c0_g1_i1",0.65,1.4
"TR171468|c0_g1_i1",0.38,0.8
"TR16124|c0_g1_i1",0.78,0.56
"TR89281|c0_g1_i1",0.13,0.97
"TR60312|c0_g1_i5",0,0.37
"TR45873|c0_g1_i1",0.58,0.44
"TR230730|c0_g1_i1",0.5,0.63
"TR22736|c0_g2_i4",3.6,3.05
"TR18337|c2_g2_i4",0.22,0
"TR97312|c2_g1_i1",115.31,106.42
"TR54465|c0_g1_i1",0.67,0.48
"TR224944|c0_g1_i1",1.57,1.08
"TR103310|c0_g1_i1",0.47,0.76
"TR56267|c0_g3_i1",1.6,2.51
"TR150269|c0_g2_i1",0.48,0.69
"TR12195|c0_g4_i2",1.42,2.08
"TR230176|c0_g1_i1",0.58,0
"TR25427|c0_g1_i3",0.5,1.1
"TR41865|c0_g3_i7",0.97,1.13
"TR11187|c0_g3_i1",0,2.49
"TR221557|c0_g1_i1",1.05,0.91
"TR54020|c0_g1_i1",0.48,0
"TR40684|c1_g1_i1",0.18,0.63
"TR102666|c0_g1_i1",2.47,0
"TR83088|c0_g1_i1",0.51,0.37
"TR79931|c5_g3_i1",0,2.84
"TR22040|c0_g4_i3",0.47,0
"TR53410|c0_g3_i1",0.82,0.9
"TR120731|c0_g2_i1",0.32,0.46
"TR191520|c0_g1_i1",0.49,0.85
"TR1548|c0_g1_i1",1.14,0
"TR172944|c0_g1_i1",0.47,0
"TR11225|c0_g1_i1",0.02,0
"TR147155|c0_g1_i1",1.01,0
"TR41794|c1_g3_i1",1.85,2.03
"TR161232|c0_g1_i2",1.01,1.08
"TR109851|c0_g1_i2",22.65,24.5
"TR39052|c0_g1_i2",1.51,3.83
"TR19633|c0_g1_i1",0,0.2
"TR177649|c0_g1_i1",1.21,1.55
"TR22247|c0_g1_i1",1.01,0
"TR9608|c1_g1_i1",0.08,0
"TR19360|c0_g1_i1",1.05,2.32
"TR30434|c0_g1_i2",3.34,3.31
"TR17750|c0_g1_i1",0.68,1.08
"TR164385|c0_g1_i1",0.29,0.21
"TR191413|c0_g1_i1",0.52,0.56
"TR137680|c0_g1_i1",0,0.28
"TR116997|c0_g2_i1",0.4,0
"TR67297|c0_g1_i2",0.16,0
"TR61266|c0_g1_i1",0.6,0.51
"TR189839|c0_g1_i1",0.62,0.44
"TR46750|c0_g1_i1",0.65,0.98
"TR174683|c0_g1_i1",0.91,0.24
"TR235246|c0_g1_i1",0.52,0.56
"TR85082|c0_g1_i1",0.33,0.58
"TR83701|c0_g2_i1",9.73,13.99
"TR236038|c0_g1_i1",0.2,0
"TR131624|c0_g2_i1",0.14,0.39
"TR30472|c0_g1_i2",5.83,3.74
"TR146255|c0_g1_i1",18.1,16.15
"TR7391|c2_g6_i1",3.42,1.91
"TR217166|c0_g1_i1",0.58,0.49
"TR209263|c0_g1_i1",0.54,0
"TR138768|c0_g2_i3",0.25,0
"TR59727|c0_g1_i1",1.1,1.42
"TR224113|c0_g1_i1",1.03,0.75
"TR115449|c0_g2_i1",0.59,0.9
"TR33500|c2_g16_i1",12.52,10.9
"TR26111|c0_g1_i1",1.81,0
"TR14666|c0_g1_i3",1.32,1.17
"TR210886|c0_g1_i1",0.96,2.11
"TR18486|c0_g1_i1",15.46,13.94
"TR155715|c0_g5_i1",5.52,5.14
"TR179992|c0_g1_i1",0.93,0.67
"TR86611|c0_g1_i1",0,0.95
"TR2358|c0_g1_i4",0.74,1.44
"TR105238|c0_g1_i2",0.53,0.4
"TR2392|c0_g1_i38",0,0.07
"TR118182|c0_g2_i1",0.43,0.19
"TR2861|c0_g1_i1",0.63,0
"TR102118|c0_g1_i1",0.47,0
"TR149805|c0_g1_i2",0.48,0.71
"TR25014|c0_g1_i4",18.08,14.58
"TR149466|c0_g2_i1",0.27,0.26
"TR51714|c0_g1_i1",18.45,17.95
"TR8728|c0_g1_i2",0.17,0
"TR35293|c3_g2_i11",0.31,0.14
"TR146805|c0_g2_i1",0.46,0.59
"TR859|c0_g1_i1",0.87,0.96
"TR26403|c0_g1_i1",0.89,2.21
"TR105056|c0_g1_i1",0.43,0
"TR50897|c0_g1_i17",0.4,0.88
"TR201183|c0_g1_i1",0.76,0.83
"TR228454|c0_g1_i1",0.55,0
"TR56125|c0_g1_i1",0.61,0.67
"TR15295|c0_g1_i1",0.75,0.53
"TR120336|c0_g2_i1",0.51,0
"TR6412|c0_g1_i1",0.35,0
"TR111846|c0_g1_i1",0.67,1.46
"TR61727|c0_g1_i1",0.95,0
"TR219066|c0_g1_i1",0.42,0.16
"TR40435|c0_g2_i1",0.79,0
"TR149347|c0_g1_i1",0.82,0
"TR53147|c0_g2_i1",0.22,0
"TR51796|c0_g1_i1",0.68,0.98
"TR214505|c0_g1_i1",1.03,0.75
"TR130386|c0_g1_i1",0.8,0
"TR101482|c0_g1_i1",0.38,0.69
"TR95627|c0_g1_i1",1.66,0
"TR36914|c0_g1_i1",0.39,0
"TR45245|c0_g1_i1",0.88,1.13
"TR64180|c0_g1_i8",0.18,0.59
"TR51530|c0_g1_i1",0.41,0
"TR135872|c0_g1_i1",0.48,0
"TR155081|c0_g2_i1",0.26,0.56
"TR17179|c0_g1_i1",3.24,1.57
"TR89086|c1_g1_i1",0.75,0.51
"TR82001|c9_g11_i1",0.5,0
"TR128273|c0_g1_i1",1.64,0.9
"TR79367|c0_g1_i2",0.5,1.02
"TR235275|c0_g1_i1",0.49,0.52
"TR28836|c2_g1_i1",2.93,0.43
"TR167460|c0_g1_i1",0.51,0
"TR77715|c0_g1_i1",4.06,4.23
"TR132569|c0_g1_i1",0.53,0.59
"TR39109|c2_g1_i4",0.31,0.35
"TR155341|c0_g2_i1",0.72,0.59
"TR13109|c0_g1_i1",1.38,1.56
"TR111520|c0_g1_i1",0.53,1.16
"TR68501|c0_g1_i1",0.86,0.94
"TR71428|c0_g2_i8",1.16,0.63
"TR158372|c0_g1_i2",0,0.89
"TR14146|c0_g3_i1",0.97,2.3
"TR212821|c0_g1_i1",1.37,1.99
"TR102349|c0_g1_i1",25.3,23.6
"TR37344|c0_g1_i1",0.62,0
"TR43899|c0_g1_i1",0.98,2.14
"TR36485|c0_g1_i1",0.46,0.66
"TR146812|c0_g1_i1",0.6,0.43
"TR136952|c0_g1_i2",0.46,0
"TR28784|c0_g1_i4",4.6,4.53
"TR188673|c0_g1_i1",0.91,1.07
"TR135581|c0_g1_i1",0.8,1.07
"TR187264|c0_g1_i1",0.57,0
"TR180077|c0_g1_i1",0.7,0.76
"TR131747|c0_g2_i1",0.41,1.18
"TR121244|c0_g1_i1",3.64,2.68
"TR152095|c0_g1_i1",0.99,0.79
"TR101887|c0_g1_i1",0.67,0
"TR238737|c0_g1_i1",1.19,1.48
"TR141778|c0_g1_i1",3.03,1.02
"TR202782|c0_g1_i1",3.3,2.23
"TR99667|c1_g1_i1",0.14,0
"TR160413|c0_g1_i1",0,0.2
"TR73574|c0_g2_i1",0.3,0.19
"TR1735|c0_g1_i2",1.68,1.63
"TR69059|c0_g2_i1",0.32,0
"TR32860|c0_g1_i1",0.39,0
"TR178649|c0_g1_i1",0.34,0
"TR58157|c1_g2_i1",0.69,0.81
"TR143751|c0_g1_i1",0.94,0.86
"TR237823|c0_g1_i1",0.88,1.26
"TR147495|c0_g1_i1",0.5,0
"TR83451|c9_g1_i1",0.36,0.78
"TR33883|c0_g1_i12",0,0.39
"TR138900|c1_g1_i1",0.49,0.5
"TR38191|c1_g3_i2",0.15,0
"TR158200|c0_g2_i1",0.11,0.23
"TR189467|c0_g1_i1",0.58,0
"TR64442|c0_g1_i1",0.3,0
"TR129520|c0_g1_i1",0,2.36
"TR133700|c0_g2_i1",0.66,0.61
"TR161378|c0_g1_i1",0.22,0
"TR86712|c0_g1_i3",3.79,3.59
"TR34680|c0_g1_i1",1.01,0.81
"TR826|c0_g1_i1",0.5,0
"TR39315|c0_g2_i1",3.01,5.06
"TR156659|c0_g1_i1",3.61,3.51
"TR117088|c0_g1_i1",0.87,1.01
"TR129511|c0_g1_i1",0.62,0
"TR174397|c0_g1_i1",0.55,0.28
"TR12530|c0_g1_i1",0.54,0.8
"TR191089|c0_g1_i1",0.31,0
"TR189443|c0_g1_i1",0.67,0.33
"TR80661|c0_g1_i1",0.5,1.1
"TR42421|c0_g1_i1",0.38,0.53
"TR215824|c0_g1_i1",0.19,0
"TR129193|c1_g1_i1",13.11,12.79
"TR86432|c0_g1_i1",0.4,0.81
"TR68988|c0_g1_i1",0.26,0.55
"TR173299|c0_g1_i1",0.55,0
"TR130000|c0_g1_i1",37.53,38.31
"TR123467|c0_g3_i1",2.77,2.45
"TR37113|c4_g10_i1",0.4,0
"TR96222|c0_g1_i1",0.13,0.19
"TR136607|c0_g3_i1",0.25,0.3
"TR25535|c5_g2_i1",1.04,1.51
"TR71358|c3_g7_i1",0.1,1.03
"TR83680|c0_g1_i1",4.55,10.8
"TR21024|c4_g1_i1",2155.82,2059.95
"TR141671|c0_g1_i1",0.91,0.49
"TR48364|c2_g6_i3",0.82,1.36
"TR11099|c0_g3_i1",0.08,1.03
"TR83728|c13_g4_i1",2.61,2.43
"TR6929|c0_g1_i8",0.89,1.54
"TR175040|c0_g1_i1",1.76,3.06
"TR50748|c1_g5_i1",1.62,1.26
"TR141259|c0_g1_i1",0.34,0.74
"TR28877|c1_g1_i6",0.14,0.44
"TR218102|c0_g1_i1",0.29,0.64
"TR16450|c0_g1_i1",0.65,1.11
"TR144037|c1_g5_i1",1.67,1.76
"TR38211|c0_g3_i1",0.74,0
"TR58191|c1_g1_i2",0,0.19
"TR48379|c0_g2_i7",1.47,1.42
"TR121631|c0_g1_i1",0.83,1.5
"TR2950|c0_g1_i4",2.41,3.37
"TR41517|c0_g1_i1",0.78,0.66
"TR177924|c0_g1_i1",0.53,0.57
"TR217213|c0_g1_i1",0.38,0.54
"TR133406|c2_g1_i1",0.53,0
"TR169560|c0_g1_i1",1.05,1.16
"TR201678|c0_g1_i1",0.68,0.49
"TR16901|c1_g1_i5",0.16,0
"TR143837|c0_g1_i1",91.51,91.02
"TR8239|c1_g1_i4",0.32,0
"TR85374|c0_g1_i1",0.3,0.18
"TR5205|c12_g1_i1",0,0.48
"TR22016|c0_g2_i5",0.77,0.52
"TR26413|c0_g1_i4",2.61,0
"TR9091|c0_g1_i1",0.31,0.22
"TR94785|c0_g1_i1",0.22,0.23
"TR192682|c0_g1_i1",0.38,0.27
"TR29685|c0_g2_i2",0.4,0
"TR48422|c6_g1_i2",0.68,0
"TR238731|c0_g1_i1",0.77,0.84
"TR7575|c0_g1_i1",0.61,0.74
"TR85478|c0_g1_i1",0.28,0
"TR223066|c0_g1_i1",0.53,0
"TR113234|c0_g1_i1",0.21,0
"TR149203|c0_g1_i2",0,0.09
"TR46836|c0_g1_i1",19.77,16.82
"TR177203|c0_g1_i1",0.19,0
"TR110893|c1_g1_i1",0.47,0.36
"TR135507|c0_g2_i1",0.41,0.57
"TR188164|c0_g1_i1",0,0.15
"TR151728|c0_g1_i1",19.96,21.03
"TR146638|c0_g3_i1",0.12,0
"TR71401|c2_g1_i1",1.75,2.87
"TR197811|c0_g1_i1",1.51,1.64
"TR94458|c1_g2_i1",1.3,1.35
"TR120573|c1_g1_i1",0.94,1.17
"TR109042|c0_g1_i1",0.87,0
"TR46142|c0_g10_i1",1.38,0.74
"TR22060|c0_g1_i1",0,0.68
"TR63267|c1_g3_i1",24.1,31.12
"TR15064|c0_g1_i1",0.12,0.15
"TR127610|c0_g1_i1",0.63,0.44
"TR30805|c0_g1_i1",0.48,0
"TR14628|c0_g1_i1",0.25,0.12
"TR68891|c2_g1_i1",0.25,0.58
"TR38919|c8_g1_i1",1.07,1.02
"TR224289|c0_g1_i1",0.21,0
"TR75333|c0_g1_i1",0.47,0.34
"TR43901|c0_g1_i1",0.17,0.36
"TR200748|c0_g1_i1",1.01,0.53
"TR48201|c0_g1_i1",0.49,0
"TR25792|c2_g4_i3",10.65,2
"TR25612|c0_g1_i1",1.01,0.28
"TR155811|c0_g1_i1",0.13,0.38
"TR121454|c0_g1_i1",0.27,0.29
"TR180148|c0_g1_i1",0.66,0.7
"TR32618|c0_g1_i1",0.51,0
"TR23698|c0_g1_i1",0.14,0
"TR233409|c0_g1_i1",0.47,0.47
"TR38009|c0_g1_i1",5.13,5.99
"TR209212|c0_g1_i1",0.38,0.27
"TR86214|c1_g3_i2",0.89,0.19
"TR135404|c0_g2_i1",0.4,0
"TR76586|c0_g1_i1",1.44,2.35
"TR169870|c0_g1_i1",0.91,0
"TR15759|c3_g3_i2",2.59,2.52
"TR212455|c0_g1_i1",0.33,0.39
"TR94480|c0_g1_i1",0.86,0.44
"TR216686|c0_g1_i1",0.35,0
"TR114376|c0_g2_i1",0.42,1.2
"TR139308|c0_g1_i1",0.39,0.41
"TR20298|c2_g5_i1",0.71,1.02
"TR50861|c0_g2_i13",0,0.04
"TR144899|c0_g1_i1",0.41,0.58
"TR17120|c0_g1_i1",0.15,0.23
"TR108101|c0_g1_i1",0.61,1.15
"TR83347|c0_g2_i2",0.14,0.37
"TR234716|c0_g1_i1",0.3,0.66
"TR206647|c0_g1_i1",0.99,1.09
"TR22678|c0_g1_i1",0.51,0
"TR113172|c0_g1_i1",0.49,0
"TR57472|c0_g1_i2",3.86,3.17
"TR164984|c0_g1_i1",0.98,2.14
"TR57781|c4_g2_i2",0.72,0.85
"TR175322|c0_g1_i1",0.47,1.04
"TR199683|c0_g1_i1",0.4,0.86
"TR104656|c0_g2_i1",0.1,0
"TR150008|c0_g2_i1",0,0.42
"TR229955|c0_g1_i1",0.61,0.72
"TR135945|c0_g1_i1",0.69,0.59
"TR106043|c0_g2_i1",0.35,0.2
"TR187331|c0_g1_i1",0.98,0
"TR186718|c0_g1_i1",2.08,1.14
"TR56406|c0_g1_i1",0.4,0.68
"TR49029|c4_g8_i1",0.54,0
"TR63692|c0_g3_i2",0.31,0.25
"TR43960|c0_g1_i1",0.49,0
"TR142153|c0_g1_i1",0.53,0.57
"TR64020|c0_g1_i1",0.45,0
"TR120998|c0_g1_i1",0.75,0.54
"TR74656|c0_g1_i1",0.56,0.46
"TR18251|c6_g7_i1",0.28,0
"TR215211|c0_g1_i1",0.13,0.26
"TR193280|c0_g1_i1",1.31,0
"TR144036|c0_g1_i1",1.88,0.68
"TR228692|c0_g1_i1",0.78,0.85
"TR180027|c0_g1_i1",0.34,0.18
"TR137658|c0_g1_i1",44.73,37.39
"TR74747|c0_g1_i1",0.71,0.54
"TR7209|c0_g1_i1",0.84,0
"TR184720|c0_g1_i1",0.88,1.26
"TR54089|c0_g2_i2",0.1,0
"TR173972|c0_g1_i1",0.38,0.7
"TR79065|c0_g1_i1",1.17,0.71
"TR167900|c0_g1_i1",0.89,1.9
"TR216793|c0_g1_i1",0.7,0.5
"TR57766|c2_g5_i1",7.21,8.91
"TR34488|c0_g1_i1",1.23,1.7
"TR84528|c1_g2_i1",3.1,3.39
"TR231053|c0_g1_i1",2.8,5.45
"TR231952|c0_g1_i1",0.61,0.44
"TR74607|c0_g4_i1",2.1,1.07
"TR30513|c0_g1_i1",0.92,0.79
"TR239052|c0_g1_i1",1.53,1.2
"TR46121|c0_g1_i1",0.2,0
"TR98211|c1_g1_i1",0.56,0
"TR92487|c0_g1_i2",0.22,0.26
"TR10873|c0_g1_i1",0.23,0.5
"TR82013|c0_g1_i2",0.14,0
"TR84997|c1_g1_i6",0.72,0.19
"TR39967|c2_g4_i4",3.08,2.42
"TR14877|c0_g3_i1",21.72,23.39
"TR24921|c0_g1_i1",0.14,0
"TR15367|c0_g1_i2",0.35,0.61
"TR63956|c0_g1_i4",0.62,0.69
"TR115547|c0_g2_i1",0.62,0
"TR85040|c0_g2_i2",2.44,3.36
"TR116570|c0_g1_i1",0.89,0.92
"TR17402|c0_g4_i2",28.35,18.3
"TR84065|c1_g2_i1",1.35,1.39
"TR102941|c0_g1_i1",0.21,0
"TR39373|c0_g2_i1",0.35,0.76
"TR158334|c0_g1_i5",0.19,0.53
"TR152705|c0_g1_i1",57.82,61.08
"TR114320|c0_g1_i1",0.49,0
"TR58758|c0_g1_i1",0.67,0.73
"TR171909|c0_g1_i1",0.25,0
"TR232025|c0_g1_i1",0.6,0.43
"TR131346|c0_g1_i1",1.2,0.87
"TR28393|c0_g1_i1",0.77,0
"TR172930|c0_g1_i1",0.73,0.79
"TR19311|c0_g1_i1",0.84,0
"TR28738|c2_g13_i1",1.92,2.78
"TR32894|c0_g1_i1",1.4,2.01
"TR75187|c0_g1_i1",3.54,5.59
"TR45574|c0_g1_i1",0.53,0.51
"TR187519|c0_g1_i1",0.96,1.02
"TR163893|c0_g1_i1",0.69,0
"TR53306|c1_g4_i1",0.47,0
"TR3712|c0_g1_i1",0.31,0
